user_id,user_url,funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis,posted_year
76561198000723558,http://steamcommunity.com/profiles/76561198000723558,2 people found this review funny,2015-03-28,,354140,No ratings yet,True,2,2015
76561198065785303,http://steamcommunity.com/profiles/76561198065785303,,2015-01-02,,204360,No ratings yet,True,2,2015
xXPERT_HUNTERx,http://steamcommunity.com/id/xXPERT_HUNTERx,,2013-12-21,,200210,No ratings yet,True,2,2013
LittleWickle,http://steamcommunity.com/id/LittleWickle,,2013-07-14,,207610,0 of 2 people (0%) found this review helpful,True,0,2013
76561198088615969,http://steamcommunity.com/profiles/76561198088615969,,2015-07-08,,271590,0 of 3 people (0%) found this review helpful,True,2,2015
76561198113977933,http://steamcommunity.com/profiles/76561198113977933,,2015-08-28,,252950,No ratings yet,True,1,2015
76561198099278832,http://steamcommunity.com/profiles/76561198099278832,,2015-06-04,,200210,No ratings yet,True,2,2015
GoatsGoatsGoatsGoatsGoatsGoats,http://steamcommunity.com/id/GoatsGoatsGoatsGoatsGoatsGoats,,2014-11-26,"Last edited February 25, 2015.",221100,No ratings yet,True,2,2014
xxzing,http://steamcommunity.com/id/xxzing,,2014-11-24,,730,No ratings yet,True,1,2014
76561198068696167,http://steamcommunity.com/profiles/76561198068696167,,2015-06-24,,730,1 of 1 people (100%) found this review helpful,True,2,2015
76561198061981193,http://steamcommunity.com/profiles/76561198061981193,1 person found this review funny,2014-11-24,,730,1 of 1 people (100%) found this review helpful,True,2,2014
76561198094106185,http://steamcommunity.com/profiles/76561198094106185,,2013-12-04,,440,No ratings yet,True,2,2013
76561198077085269,http://steamcommunity.com/profiles/76561198077085269,,2014-09-16,,440,1 of 1 people (100%) found this review helpful,True,1,2014
yogidude,http://steamcommunity.com/id/yogidude,,2015-03-29,,301520,2 of 3 people (67%) found this review helpful,True,2,2015
76561197988840650,http://steamcommunity.com/profiles/76561197988840650,1 person found this review funny,2015-08-23,,386070,13 of 35 people (37%) found this review helpful,True,0,2015
Yadelsxo,http://steamcommunity.com/id/Yadelsxo,,2015-11-11,Last edited January 9.,377160,No ratings yet,True,0,2015
76561198081863483,http://steamcommunity.com/profiles/76561198081863483,,2015-06-26,,271590,No ratings yet,False,1,2015
yaknakz,http://steamcommunity.com/id/yaknakz,,2013-12-18,,221640,No ratings yet,True,2,2013
76561198046042568,http://steamcommunity.com/profiles/76561198046042568,,2013-12-18,,49600,No ratings yet,True,2,2013
76561198044291330,http://steamcommunity.com/profiles/76561198044291330,,2013-12-18,,107100,No ratings yet,True,2,2013
yamaaaaa,http://steamcommunity.com/id/yamaaaaa,,2013-12-09,"Last edited January 10, 2014.",211820,No ratings yet,True,2,2013
yanz15,http://steamcommunity.com/id/yanz15,1 person found this review funny,2014-09-18,,236430,24 of 35 people (69%) found this review helpful,False,0,2014
76561198059014191,http://steamcommunity.com/profiles/76561198059014191,7 people found this review funny,2014-03-03,,263680,11 of 20 people (55%) found this review helpful,False,1,2014
mcjacob,http://steamcommunity.com/id/mcjacob,12 people found this review funny,2015-11-05,,299460,9 of 13 people (69%) found this review helpful,True,1,2015
amazingcpan,http://steamcommunity.com/id/amazingcpan,82 people found this review funny,2014-10-31,,4920,198 of 290 people (68%) found this review helpful,True,2,2014
76561198038998675,http://steamcommunity.com/profiles/76561198038998675,,2014-02-22,,570,2 of 3 people (67%) found this review helpful,True,0,2014
yellomit2k,http://steamcommunity.com/id/yellomit2k,,2014-12-08,Last edited January 14.,72850,1 of 1 people (100%) found this review helpful,True,2,2014
YellowTanjelo,http://steamcommunity.com/id/YellowTanjelo,6 people found this review funny,2015-10-25,,375510,13 of 27 people (48%) found this review helpful,True,0,2015
76561198063145410,http://steamcommunity.com/profiles/76561198063145410,,2015-09-29,,57300,0 of 1 people (0%) found this review helpful,True,1,2015
76561198075120679,http://steamcommunity.com/profiles/76561198075120679,,2014-12-13,,6060,No ratings yet,True,2,2014
WTkFox,http://steamcommunity.com/id/WTkFox,,2014-11-10,,4000,No ratings yet,True,1,2014
patientjuNKY,http://steamcommunity.com/id/patientjuNKY,,2014-11-27,,250900,1 of 1 people (100%) found this review helpful,True,0,2014
76561198040726300,http://steamcommunity.com/profiles/76561198040726300,,2014-08-02,,304930,1 of 1 people (100%) found this review helpful,True,2,2014
YODAJACOB,http://steamcommunity.com/id/YODAJACOB,5 people found this review funny,2015-07-22,,570,10 of 15 people (67%) found this review helpful,True,1,2015
76561198098040975,http://steamcommunity.com/profiles/76561198098040975,,2015-11-27,,221100,3 of 3 people (100%) found this review helpful,False,1,2015
76561198044511328,http://steamcommunity.com/profiles/76561198044511328,1 person found this review funny,2015-10-12,,204300,1 of 2 people (50%) found this review helpful,True,1,2015
yokta,http://steamcommunity.com/id/yokta,,2015-10-12,,42910,1 of 3 people (33%) found this review helpful,True,2,2015
YoloGhost,http://steamcommunity.com/id/YoloGhost,1 person found this review funny,2015-10-29,,218230,0 of 1 people (0%) found this review helpful,True,2,2015
76561198058819691,http://steamcommunity.com/profiles/76561198058819691,,2015-10-12,,730,No ratings yet,True,2,2015
DHISHANT,http://steamcommunity.com/id/DHISHANT,,2014-02-13,,208090,No ratings yet,True,0,2014
_bailey,http://steamcommunity.com/id/_bailey,,2015-12-26,,15120,0 of 2 people (0%) found this review helpful,True,1,2015
76561198018469813,http://steamcommunity.com/profiles/76561198018469813,1 person found this review funny,2015-07-01,,351640,1 of 1 people (100%) found this review helpful,True,2,2015
--000--,http://steamcommunity.com/id/--000--,1 person found this review funny,2013-12-31,,730,1 of 1 people (100%) found this review helpful,True,2,2013
youagain,http://steamcommunity.com/id/youagain,,2014-02-10,,229580,5 of 5 people (100%) found this review helpful,True,0,2014
76561198051367425,http://steamcommunity.com/profiles/76561198051367425,,2013-12-11,,730,No ratings yet,True,2,2013
napoleoninrags,http://steamcommunity.com/id/napoleoninrags,,2015-02-09,,264200,No ratings yet,True,0,2015
76561198082566561,http://steamcommunity.com/profiles/76561198082566561,,2015-10-29,,363890,17 of 22 people (77%) found this review helpful,True,2,2015
76561198072332727,http://steamcommunity.com/profiles/76561198072332727,1 person found this review funny,2014-09-13,,274920,4 of 4 people (100%) found this review helpful,True,2,2014
76561198131296449,http://steamcommunity.com/profiles/76561198131296449,,2014-02-12,,222880,4 of 4 people (100%) found this review helpful,True,2,2014
76561198078586370,http://steamcommunity.com/profiles/76561198078586370,1 person found this review funny,2015-07-10,,291550,3 of 4 people (75%) found this review helpful,True,0,2015
76561198059865927,http://steamcommunity.com/profiles/76561198059865927,,2014-12-07,,242760,1 of 1 people (100%) found this review helpful,True,0,2014
Blarst,http://steamcommunity.com/id/Blarst,,2014-11-07,,440,2 of 2 people (100%) found this review helpful,True,2,2014
76561198065782495,http://steamcommunity.com/profiles/76561198065782495,,2015-10-28,,3320,No ratings yet,True,2,2015
76561198090194786,http://steamcommunity.com/profiles/76561198090194786,4 people found this review funny,2015-01-08,,730,1 of 2 people (50%) found this review helpful,True,0,2015
ytrewqwert,http://steamcommunity.com/id/ytrewqwert,1 person found this review funny,2015-06-23,,33930,No ratings yet,True,2,2015
purplecubefruit,http://steamcommunity.com/id/purplecubefruit,,2014-12-07,,238460,No ratings yet,True,0,2014
xupidah,http://steamcommunity.com/id/xupidah,,2014-12-06,,630,No ratings yet,True,2,2014
RRRRRRoss,http://steamcommunity.com/id/RRRRRRoss,,2014-06-29,,265930,No ratings yet,True,1,2014
yukiist,http://steamcommunity.com/id/yukiist,,2015-12-30,,360640,1 of 1 people (100%) found this review helpful,True,2,2015
yulsuf,http://steamcommunity.com/id/yulsuf,,2015-09-13,,375950,1 of 2 people (50%) found this review helpful,True,0,2015
swag0swagger,http://steamcommunity.com/id/swag0swagger,1 person found this review funny,2015-09-12,,249130,1 of 7 people (14%) found this review helpful,False,0,2015
76561198044856249,http://steamcommunity.com/profiles/76561198044856249,,2015-09-12,,363970,No ratings yet,True,0,2015
76561198082199887,http://steamcommunity.com/profiles/76561198082199887,,2015-09-12,,265930,No ratings yet,True,2,2015
Ninjabunny13,http://steamcommunity.com/id/Ninjabunny13,,2015-09-12,,105600,No ratings yet,True,2,2015
76561198045768753,http://steamcommunity.com/profiles/76561198045768753,,2015-03-30,,730,No ratings yet,True,2,2015
76561198193227423,http://steamcommunity.com/profiles/76561198193227423,,2014-06-06,,17410,0 of 1 people (0%) found this review helpful,True,0,2014
76561198018138686,http://steamcommunity.com/profiles/76561198018138686,,2015-01-04,,33930,3 of 11 people (27%) found this review helpful,False,1,2015
76561198068916178,http://steamcommunity.com/profiles/76561198068916178,,2015-11-25,,253250,No ratings yet,True,2,2015
maibiglargebuttocks,http://steamcommunity.com/id/maibiglargebuttocks,4 people found this review funny,2015-07-14,,218620,1 of 11 people (9%) found this review helpful,True,2,2015
76561198069291858,http://steamcommunity.com/profiles/76561198069291858,,2015-07-23,,252490,No ratings yet,True,2,2015
quackw33dsmok3,http://steamcommunity.com/id/quackw33dsmok3,,2014-06-20,,105600,No ratings yet,True,2,2014
aaaarrrghhhh,http://steamcommunity.com/id/aaaarrrghhhh,,2014-04-09,,220200,No ratings yet,True,2,2014
AnToHero,http://steamcommunity.com/id/AnToHero,,2015-01-20,,113400,2 of 2 people (100%) found this review helpful,True,2,2015
BigMemeManZombie,http://steamcommunity.com/id/BigMemeManZombie,,2015-02-11,,224260,No ratings yet,True,2,2015
76561198076798503,http://steamcommunity.com/profiles/76561198076798503,,2014-10-04,,317960,1 of 6 people (17%) found this review helpful,True,0,2014
z3man12,http://steamcommunity.com/id/z3man12,1 person found this review funny,2015-10-14,,300820,6 of 13 people (46%) found this review helpful,False,2,2015
76561198066776743,http://steamcommunity.com/profiles/76561198066776743,,2014-02-12,,225140,No ratings yet,True,2,2014
76561198078147424,http://steamcommunity.com/profiles/76561198078147424,,2013-11-25,,72850,No ratings yet,True,2,2013
76561198033992409,http://steamcommunity.com/profiles/76561198033992409,,2011-08-28,,43110,No ratings yet,True,0,2011
zakbot,http://steamcommunity.com/id/zakbot,,2015-08-06,,230410,1 of 2 people (50%) found this review helpful,True,2,2015
nikco70,http://steamcommunity.com/id/nikco70,,2014-10-28,,317360,No ratings yet,True,2,2014
76561198050560606,http://steamcommunity.com/profiles/76561198050560606,,2014-10-15,"Last edited May 8, 2015.",108600,No ratings yet,True,0,2014
zanven42,http://steamcommunity.com/id/zanven42,,2013-12-20,,259080,No ratings yet,True,2,2013
Sabdoor,http://steamcommunity.com/id/Sabdoor,,2013-12-06,,208520,No ratings yet,True,2,2013
Zapruda,http://steamcommunity.com/id/Zapruda,,2015-08-11,Last edited August 21.,304930,No ratings yet,True,2,2015
ZareeFish,http://steamcommunity.com/id/ZareeFish,,2014-12-13,"Last edited September 23, 2015.",218230,No ratings yet,True,1,2014
76561198065093772,http://steamcommunity.com/profiles/76561198065093772,,2014-05-27,,259530,0 of 1 people (0%) found this review helpful,True,2,2014
zealix,http://steamcommunity.com/id/zealix,,2015-12-15,,212200,No ratings yet,True,2,2015
Kutosotuk,http://steamcommunity.com/id/Kutosotuk,,2014-10-13,,244850,No ratings yet,True,2,2014
ZELR4R,http://steamcommunity.com/id/ZELR4R,,2015-06-05,,730,1 of 1 people (100%) found this review helpful,True,2,2015
ZelvoOffical,http://steamcommunity.com/id/ZelvoOffical,,2015-06-16,,375600,No ratings yet,True,2,2015
76561198085775287,http://steamcommunity.com/profiles/76561198085775287,,2015-04-11,,300080,0 of 1 people (0%) found this review helpful,False,0,2015
76561198015450790,http://steamcommunity.com/profiles/76561198015450790,,2014-09-21,,440,1 of 1 people (100%) found this review helpful,True,2,2014
hoarfrostkid,http://steamcommunity.com/id/hoarfrostkid,,2014-09-12,,268420,1 of 1 people (100%) found this review helpful,True,2,2014
zenzu,http://steamcommunity.com/id/zenzu,,2015-11-11,,206500,No ratings yet,True,2,2015
76561198075591109,http://steamcommunity.com/profiles/76561198075591109,,2015-01-31,"Last edited January 31, 2015.",282900,3 of 4 people (75%) found this review helpful,True,2,2015
76561198064056486,http://steamcommunity.com/profiles/76561198064056486,,2014-06-02,,570,1 of 1 people (100%) found this review helpful,True,2,2014
76561198069478009,http://steamcommunity.com/profiles/76561198069478009,,2014-06-26,,440,No ratings yet,True,2,2014
zeroepix,http://steamcommunity.com/id/zeroepix,,2015-01-31,"Last edited January 31, 2015.",282900,3 of 4 people (75%) found this review helpful,True,2,2015
Inferno_Panda,http://steamcommunity.com/id/Inferno_Panda,,2014-06-02,,570,1 of 1 people (100%) found this review helpful,True,2,2014
zgeddon,http://steamcommunity.com/id/zgeddon,,2014-06-26,,440,No ratings yet,True,2,2014
76561198100422868,http://steamcommunity.com/profiles/76561198100422868,,2014-07-23,,304930,No ratings yet,True,2,2014
76561198128997978,http://steamcommunity.com/profiles/76561198128997978,1 person found this review funny,2015-01-23,,221100,1 of 3 people (33%) found this review helpful,True,2,2015
zharques,http://steamcommunity.com/id/zharques,,2014-08-22,"Last edited December 7, 2014.",730,No ratings yet,True,0,2014
hatsunezhenix,http://steamcommunity.com/id/hatsunezhenix,1 person found this review funny,2014-08-16,,218620,4 of 7 people (57%) found this review helpful,False,0,2014
76561198082307155,http://steamcommunity.com/profiles/76561198082307155,,2015-08-05,,550,No ratings yet,True,2,2015
ZieSorX,http://steamcommunity.com/id/ZieSorX,,2015-07-21,,4570,No ratings yet,True,1,2015
KNGZigg,http://steamcommunity.com/id/KNGZigg,,2015-07-06,,265630,No ratings yet,True,1,2015
zimbalor,http://steamcommunity.com/id/zimbalor,,2014-09-29,,220,No ratings yet,True,2,2014
Zippedthought,http://steamcommunity.com/id/Zippedthought,,2014-09-12,,271290,No ratings yet,True,1,2014
Zodrodo,http://steamcommunity.com/id/Zodrodo,,2014-07-25,,304930,No ratings yet,True,2,2014
zodiac5367,http://steamcommunity.com/id/zodiac5367,,2014-04-21,Last edited August 14.,244850,No ratings yet,False,0,2014
76561197990997704,http://steamcommunity.com/profiles/76561197990997704,,2014-02-02,,252490,No ratings yet,True,2,2014
76561198064281993,http://steamcommunity.com/profiles/76561198064281993,,2014-06-29,,303390,6 of 13 people (46%) found this review helpful,False,0,2014
zomgieee,http://steamcommunity.com/id/zomgieee,,2014-03-21,"Last edited November 27, 2015.",107410,0 of 1 people (0%) found this review helpful,True,1,2014
ZONEcold,http://steamcommunity.com/id/ZONEcold,,2013-12-15,,4000,0 of 1 people (0%) found this review helpful,True,2,2013
MyZan1ty,http://steamcommunity.com/id/MyZan1ty,,2014-02-06,"Last edited April 27, 2014.",221100,0 of 2 people (0%) found this review helpful,True,0,2014
ZoomZoom0,http://steamcommunity.com/id/ZoomZoom0,2 people found this review funny,2015-08-02,,209870,57 of 78 people (73%) found this review helpful,False,0,2015
-Zovix-,http://steamcommunity.com/id/-Zovix-,3 people found this review funny,2015-08-01,,245130,12 of 14 people (86%) found this review helpful,False,2,2015
JyizerHD,http://steamcommunity.com/id/JyizerHD,2 people found this review funny,2014-07-01,,291480,7 of 15 people (47%) found this review helpful,False,0,2014
zsharoarkbr,http://steamcommunity.com/id/zsharoarkbr,2 people found this review funny,2015-04-02,"Last edited April 2, 2015.",355840,16 of 49 people (33%) found this review helpful,False,0,2015
LtKYS,http://steamcommunity.com/id/LtKYS,1 person found this review funny,2015-07-18,,348460,7 of 30 people (23%) found this review helpful,False,2,2015
76561198079341114,http://steamcommunity.com/profiles/76561198079341114,,2014-07-18,,299700,4 of 7 people (57%) found this review helpful,False,2,2014
Zychratic,http://steamcommunity.com/id/Zychratic,,2014-05-28,,244850,No ratings yet,True,0,2014
keemotherapy,http://steamcommunity.com/id/keemotherapy,,2014-05-29,,4000,1 of 1 people (100%) found this review helpful,True,0,2014
76561198042867998,http://steamcommunity.com/profiles/76561198042867998,,2013-12-20,,440,1 of 2 people (50%) found this review helpful,True,1,2013
76561198050724983,http://steamcommunity.com/profiles/76561198050724983,,2013-12-17,,261030,1 of 2 people (50%) found this review helpful,True,1,2013
76561198083985268,http://steamcommunity.com/profiles/76561198083985268,,2014-08-18,,264140,1 of 3 people (33%) found this review helpful,True,1,2014
uselessmirror56,http://steamcommunity.com/id/uselessmirror56,,2014-08-21,,218230,No ratings yet,True,2,2014
3423523425433425,http://steamcommunity.com/id/3423523425433425,,2014-07-05,,205100,No ratings yet,True,2,2014
Dankest-Meme,http://steamcommunity.com/id/Dankest-Meme,,2014-05-22,,204450,No ratings yet,True,2,2014
76561198101298586,http://steamcommunity.com/profiles/76561198101298586,,2014-02-10,,250320,No ratings yet,True,2,2014
76561198074603436,http://steamcommunity.com/profiles/76561198074603436,,2014-01-02,,55230,No ratings yet,True,2,2014
76561198058894990,http://steamcommunity.com/profiles/76561198058894990,,2013-10-06,,72850,No ratings yet,True,2,2013
SimonCheahYeeFei,http://steamcommunity.com/id/SimonCheahYeeFei,1 person found this review funny,2015-12-23,,393420,4 of 6 people (67%) found this review helpful,True,1,2015
Tydirium_762,http://steamcommunity.com/id/Tydirium_762,,2015-12-04,,39210,4 of 7 people (57%) found this review helpful,True,2,2015
EnduringCircle,http://steamcommunity.com/id/EnduringCircle,,2014-04-23,,236790,6 of 6 people (100%) found this review helpful,False,0,2014
Demkriticz,http://steamcommunity.com/id/Demkriticz,,2015-08-09,,730,No ratings yet,True,1,2015
76561198090486045,http://steamcommunity.com/profiles/76561198090486045,,2015-09-11,,236450,No ratings yet,True,2,2015
xXAussieRockXx,http://steamcommunity.com/id/xXAussieRockXx,,2015-06-28,,239350,No ratings yet,True,2,2015
76561198049323129,http://steamcommunity.com/profiles/76561198049323129,,2015-06-28,,18700,No ratings yet,True,1,2015
john117777688888,http://steamcommunity.com/id/john117777688888,,2015-06-25,,238460,No ratings yet,True,2,2015
76561198048365774,http://steamcommunity.com/profiles/76561198048365774,,2014-04-21,,204630,No ratings yet,True,2,2014
aufurnitro,http://steamcommunity.com/id/aufurnitro,,2014-01-17,,550,No ratings yet,True,2,2014
76561198048701431,http://steamcommunity.com/profiles/76561198048701431,,2013-12-23,,35720,No ratings yet,True,2,2013
76561198062516378,http://steamcommunity.com/profiles/76561198062516378,,2011-07-03,,440,No ratings yet,True,2,2011
76561198035607780,http://steamcommunity.com/profiles/76561198035607780,,2015-12-26,,359550,No ratings yet,False,1,2015
gaboqse,http://steamcommunity.com/id/gaboqse,,2015-06-09,,243870,No ratings yet,True,2,2015
dragondrift,http://steamcommunity.com/id/dragondrift,,2013-12-20,,570,1 of 2 people (50%) found this review helpful,True,2,2013
76561198059865237,http://steamcommunity.com/profiles/76561198059865237,,2013-12-20,,107410,0 of 1 people (0%) found this review helpful,True,2,2013
76561198084797537,http://steamcommunity.com/profiles/76561198084797537,,2015-04-11,,298630,No ratings yet,True,0,2015
tsunamitad,http://steamcommunity.com/id/tsunamitad,,2015-04-08,,239800,No ratings yet,True,0,2015
76561198028608367,http://steamcommunity.com/profiles/76561198028608367,,2015-02-21,,304930,No ratings yet,True,2,2015
CaptainFantasy,http://steamcommunity.com/id/CaptainFantasy,,2015-01-30,,219150,No ratings yet,True,0,2015
76561197988762135,http://steamcommunity.com/profiles/76561197988762135,,2014-09-18,,208090,No ratings yet,True,2,2014
dragonrage14,http://steamcommunity.com/id/dragonrage14,1 person found this review funny,2015-09-03,,28000,4 of 6 people (67%) found this review helpful,False,0,2015
thefreak9,http://steamcommunity.com/id/thefreak9,,2014-02-22,,242800,1 of 1 people (100%) found this review helpful,False,0,2014
mordredinhafofs,http://steamcommunity.com/id/mordredinhafofs,,2015-08-27,,243470,0 of 1 people (0%) found this review helpful,False,0,2015
76561198121764922,http://steamcommunity.com/profiles/76561198121764922,,2013-08-20,,205910,No ratings yet,True,0,2013
Lunafyr,http://steamcommunity.com/id/Lunafyr,,2013-06-07,,233720,No ratings yet,True,0,2013
conordarley1998,http://steamcommunity.com/id/conordarley1998,5 people found this review funny,2015-07-06,,374570,13 of 15 people (87%) found this review helpful,True,1,2015
conordarley1998,http://steamcommunity.com/id/conordarley1998,,2014-02-24,"Last edited February 24, 2014.",251870,4 of 6 people (67%) found this review helpful,True,2,2014
ciclaspa,http://steamcommunity.com/id/ciclaspa,,2014-02-14,,250600,No ratings yet,True,0,2014
76561198018026822,http://steamcommunity.com/profiles/76561198018026822,,2013-11-25,,8930,No ratings yet,True,2,2013
76561198071561558,http://steamcommunity.com/profiles/76561198071561558,,2014-08-10,,259080,2 of 2 people (100%) found this review helpful,True,2,2014
rainbinealwayscool,http://steamcommunity.com/id/rainbinealwayscool,1 person found this review funny,2015-10-16,,218620,5 of 5 people (100%) found this review helpful,False,0,2015
dopeywhitefrost,http://steamcommunity.com/id/dopeywhitefrost,,2015-06-16,,295270,2 of 2 people (100%) found this review helpful,False,0,2015
76561198105239601,http://steamcommunity.com/profiles/76561198105239601,,2013-12-12,,440,No ratings yet,True,2,2013
paulomilitao,http://steamcommunity.com/id/paulomilitao,,2014-08-07,,312990,No ratings yet,True,2,2014
TalonsGaming,http://steamcommunity.com/id/TalonsGaming,9 people found this review funny,2015-12-31,,359050,11 of 19 people (58%) found this review helpful,False,0,2015
76561197987482998,http://steamcommunity.com/profiles/76561197987482998,,2013-12-12,,105600,No ratings yet,True,2,2013
76561198059981483,http://steamcommunity.com/profiles/76561198059981483,,2015-02-27,,242920,No ratings yet,True,2,2015
bolachadepijama,http://steamcommunity.com/id/bolachadepijama,,2014-06-21,,218620,No ratings yet,True,1,2014
scrodobaggins,http://steamcommunity.com/id/scrodobaggins,,2014-11-30,,207140,No ratings yet,True,1,2014
UltraSpartan,http://steamcommunity.com/id/UltraSpartan,,2014-05-04,,550,No ratings yet,True,1,2014
Lordcrepper,http://steamcommunity.com/id/Lordcrepper,,2014-06-24,,105600,1 of 1 people (100%) found this review helpful,True,2,2014
76561198094455101,http://steamcommunity.com/profiles/76561198094455101,,2014-06-24,,440,5 of 7 people (71%) found this review helpful,True,1,2014
madhouseau,http://steamcommunity.com/id/madhouseau,6 people found this review funny,2015-04-18,,271590,7 of 11 people (64%) found this review helpful,True,2,2015
76561197993160547,http://steamcommunity.com/profiles/76561197993160547,,2015-09-23,,285920,No ratings yet,True,2,2015
neon10profile,http://steamcommunity.com/id/neon10profile,,2014-09-20,,440,No ratings yet,True,0,2014
76561197993538123,http://steamcommunity.com/profiles/76561197993538123,,2014-02-21,,2420,No ratings yet,True,2,2014
76561198058479647,http://steamcommunity.com/profiles/76561198058479647,,2014-07-15,,730,5 of 6 people (83%) found this review helpful,True,2,2014
quickkandy98,http://steamcommunity.com/id/quickkandy98,,2015-12-31,,239350,No ratings yet,True,0,2015
pootispentry,http://steamcommunity.com/id/pootispentry,,2014-02-13,,271290,No ratings yet,True,2,2014
76561197965263006,http://steamcommunity.com/profiles/76561197965263006,,2015-04-17,,227940,No ratings yet,True,2,2015
76561198050231399,http://steamcommunity.com/profiles/76561198050231399,,2015-02-03,,295110,No ratings yet,True,1,2015
76561198061652531,http://steamcommunity.com/profiles/76561198061652531,,2015-06-22,"Last edited June 22, 2015.",220,2 of 2 people (100%) found this review helpful,True,0,2015
Blackbirdm3,http://steamcommunity.com/id/Blackbirdm3,,2015-08-30,"Last edited August 30, 2015.",261640,No ratings yet,True,1,2015
Scarffolfby,http://steamcommunity.com/id/Scarffolfby,,2014-01-15,,440,No ratings yet,True,2,2014
76561198092022514,http://steamcommunity.com/profiles/76561198092022514,,2012-12-03,,221080,No ratings yet,True,0,2012
76561198070351452,http://steamcommunity.com/profiles/76561198070351452,,2015-03-14,,440,No ratings yet,True,2,2015
Tobyrox9,http://steamcommunity.com/id/Tobyrox9,2 people found this review funny,2014-08-11,,202970,1 of 4 people (25%) found this review helpful,True,2,2014
76561197967664049,http://steamcommunity.com/profiles/76561197967664049,,2015-07-04,"Last edited November 21, 2015.",22380,No ratings yet,True,0,2015
76561198029237649,http://steamcommunity.com/profiles/76561198029237649,,2014-01-23,,10,No ratings yet,True,0,2014
SuperSalter3000,http://steamcommunity.com/id/SuperSalter3000,,2015-12-12,,346900,0 of 1 people (0%) found this review helpful,True,0,2015
76561198213789371,http://steamcommunity.com/profiles/76561198213789371,49 people found this review funny,2014-11-28,,332800,668 of 876 people (76%) found this review helpful,True,1,2014
76561198112871140,http://steamcommunity.com/profiles/76561198112871140,1 person found this review funny,2014-11-09,,316720,16 of 22 people (73%) found this review helpful,True,2,2014
76561198085125302,http://steamcommunity.com/profiles/76561198085125302,,2014-11-21,,331470,12 of 20 people (60%) found this review helpful,True,2,2014
DomJBrash,http://steamcommunity.com/id/DomJBrash,,2014-09-26,,319510,3 of 4 people (75%) found this review helpful,True,2,2014
76561198060647143,http://steamcommunity.com/profiles/76561198060647143,,2014-03-03,"Last edited November 21, 2014.",271290,5 of 8 people (63%) found this review helpful,True,2,2014
76561198060108106,http://steamcommunity.com/profiles/76561198060108106,1 person found this review funny,2015-05-02,,339800,1 of 1 people (100%) found this review helpful,True,2,2015
TheIvanloco4,http://steamcommunity.com/id/TheIvanloco4,,2014-11-10,,327410,5 of 9 people (56%) found this review helpful,True,2,2014
76561198061722932,http://steamcommunity.com/profiles/76561198061722932,,2014-11-24,,334660,1 of 3 people (33%) found this review helpful,True,1,2014
Radsick,http://steamcommunity.com/id/Radsick,,2014-04-12,,440,1 of 1 people (100%) found this review helpful,True,2,2014
Fepa3,http://steamcommunity.com/id/Fepa3,,2015-03-08,,218620,2 of 3 people (67%) found this review helpful,True,2,2015
swiggtyswoggtythatbootyismine,http://steamcommunity.com/id/swiggtyswoggtythatbootyismine,,2015-07-03,,104900,No ratings yet,True,2,2015
Juza1011,http://steamcommunity.com/id/Juza1011,,2013-09-25,,440,No ratings yet,True,1,2013
76561198083145098,http://steamcommunity.com/profiles/76561198083145098,,2015-05-03,,440,2 of 2 people (100%) found this review helpful,True,2,2015
76561198047051392,http://steamcommunity.com/profiles/76561198047051392,,2014-03-19,,245550,No ratings yet,True,2,2014
76561198086317601,http://steamcommunity.com/profiles/76561198086317601,,2014-01-14,,232790,No ratings yet,True,2,2014
76561198140621477,http://steamcommunity.com/profiles/76561198140621477,,2014-07-12,,224260,No ratings yet,True,0,2014
seukuka,http://steamcommunity.com/id/seukuka,,2014-03-04,,261030,4 of 5 people (80%) found this review helpful,True,0,2014
76561198070081680,http://steamcommunity.com/profiles/76561198070081680,1 person found this review funny,2014-06-23,,440,2 of 2 people (100%) found this review helpful,True,2,2014
76561198093796919,http://steamcommunity.com/profiles/76561198093796919,,2013-12-12,,224260,3 of 4 people (75%) found this review helpful,True,2,2013
LegendofLink2712,http://steamcommunity.com/id/LegendofLink2712,,2015-02-07,,342380,1 of 1 people (100%) found this review helpful,True,2,2015
creamybuthole,http://steamcommunity.com/id/creamybuthole,1 person found this review funny,2014-06-05,,113200,2 of 3 people (67%) found this review helpful,True,1,2014
lucasvx273,http://steamcommunity.com/id/lucasvx273,,2014-08-20,,313340,6 of 12 people (50%) found this review helpful,False,0,2014
xlukasmx,http://steamcommunity.com/id/xlukasmx,,2014-06-14,"Last edited June 14, 2014.",239160,0 of 2 people (0%) found this review helpful,False,2,2014
giogaming,http://steamcommunity.com/id/giogaming,,2015-08-04,,320140,No ratings yet,True,2,2015
Ne0NnNnNnNnN,http://steamcommunity.com/id/Ne0NnNnNnNnN,,2014-08-25,,304930,No ratings yet,True,0,2014
epullay,http://steamcommunity.com/id/epullay,,2014-07-01,,70000,No ratings yet,True,0,2014
PanzerGuy,http://steamcommunity.com/id/PanzerGuy,,2013-12-27,,250580,No ratings yet,True,0,2013
TeakayTK,http://steamcommunity.com/id/TeakayTK,,2015-11-20,,730,2 of 3 people (67%) found this review helpful,True,2,2015
mikolet,http://steamcommunity.com/id/mikolet,,2014-06-26,,235800,0 of 2 people (0%) found this review helpful,True,0,2014
hentai_overlord,http://steamcommunity.com/id/hentai_overlord,,2015-06-08,,363970,1 of 1 people (100%) found this review helpful,True,2,2015
